RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
d04737,HYDROCHLOROTHIAZIDE; TELMISARTAN,2.0,40.0,55.0,473.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,49.0,156.0,40.0,56.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CARDIOVASCULAR AGENTS,ANTIHYPERTENSIVE COMBINATIONS,ANGIOTENSIN II INHIBITORS WITH THIAZIDES,,,,,,,,,,CARDIOVASCULAR AGENTS,DIURETICS,THIAZIDE AND THIAZIDE-LIKE DIURETICS,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,,,
d04740,TACROLIMUS TOPICAL,1.0,133.0,136.0,140.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,136.0,140.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,MISCELLANEOUS TOPICAL AGENTS,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,MISCELLANEOUS TOPICAL AGENTS,,,,,,,,,,,,,,,
d04741,CARBETAPENTANE; GUAIFENESIN; PHENYLEPHRINE,2.0,122.0,132.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,54.0,nan,122.0,124.0,nan,122.0,127.0,nan,122.0,128.0,nan,nan,nan,nan,nan,nan,nan,RESPIRATORY AGENTS,UPPER RESPIRATORY COMBINATIONS,,,,,,,,,,,CARDIOVASCULAR AGENTS,VASOPRESSORS,,RESPIRATORY AGENTS,ANTITUSSIVES,,RESPIRATORY AGENTS,DECONGESTANTS,,RESPIRATORY AGENTS,EXPECTORANTS,,,,,,,
d04742,BENZOYL PEROXIDE; CLINDAMYCIN TOPICAL,2.0,133.0,136.0,143.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,136.0,143.0,133.0,151.0,268.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ACNE AGENTS,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ACNE AGENTS,TOPICAL AGENTS,VAGINAL PREPARATIONS,VAGINAL ANTI-INFECTIVES,,,,,,,,,,,,
d04743,NATEGLINIDE,1.0,358.0,99.0,282.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,358.0,99.0,282.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,METABOLIC AGENTS,ANTIDIABETIC AGENTS,MEGLITINIDES,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,MEGLITINIDES,,,,,,,,,,,,,,,
d04745,CHLOROXYLENOL; PRAMOXINE OTIC,2.0,133.0,148.0,392.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,148.0,170.0,133.0,148.0,392.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,OTIC PREPARATIONS,OTIC ANESTHETICS,,,,,,,,,,TOPICAL AGENTS,OTIC PREPARATIONS,OTIC ANTI-INFECTIVES,TOPICAL AGENTS,OTIC PREPARATIONS,OTIC ANESTHETICS,,,,,,,,,,,,
d04747,ZIPRASIDONE,1.0,242.0,251.0,341.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,251.0,341.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,ATYPICAL ANTIPSYCHOTICS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,ATYPICAL ANTIPSYCHOTICS,,,,,,,,,,,,,,,
d04749,ESOMEPRAZOLE,1.0,87.0,272.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,87.0,272.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GASTROINTESTINAL AGENTS,PROTON PUMP INHIBITORS,,,,,,,,,,,GASTROINTESTINAL AGENTS,PROTON PUMP INHIBITORS,,,,,,,,,,,,,,,,
d04750,GALANTAMINE,1.0,57.0,313.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,313.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,CHOLINESTERASE INHIBITORS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,CHOLINESTERASE INHIBITORS,,,,,,,,,,,,,,,,
d04752,CARBINOXAMINE; HYDROCODONE; PSEUDOEPHEDRINE,2.0,122.0,132.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,60.0,122.0,123.0,nan,122.0,124.0,nan,122.0,127.0,nan,nan,nan,nan,nan,nan,nan,RESPIRATORY AGENTS,UPPER RESPIRATORY COMBINATIONS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,RESPIRATORY AGENTS,ANTIHISTAMINES,,RESPIRATORY AGENTS,ANTITUSSIVES,,RESPIRATORY AGENTS,DECONGESTANTS,,,,,,,
d04753,TRAVOPROST OPHTHALMIC,1.0,133.0,147.0,164.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,147.0,164.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,,,,,,
d04754,BIMATOPROST OPHTHALMIC,1.0,133.0,147.0,164.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,147.0,164.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,,,,,,
d04755,VALGANCICLOVIR,1.0,1.0,7.0,229.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,7.0,229.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ANTI-INFECTIVES,ANTIVIRAL AGENTS,PURINE NUCLEOSIDES,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,PURINE NUCLEOSIDES,,,,,,,,,,,,,,,
d04757,ALMOTRIPTAN,1.0,57.0,58.0,193.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,193.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,,,,,,,,,,,,,,,
d04758,IMATINIB,1.0,20.0,398.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,398.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ANTINEOPLASTICS,BCR-ABL TYROSINE KINASE INHIBITORS,,,,,,,,,,,ANTINEOPLASTICS,BCR-ABL TYROSINE KINASE INHIBITORS,,,,,,,,,,,,,,,,
d04760,DROSPIRENONE; ETHINYL ESTRADIOL,2.0,97.0,101.0,102.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,97.0,101.0,183.0,97.0,101.0,185.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HORMONES/HORMONE MODIFIERS,SEX HORMONES,CONTRACEPTIVES,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,ESTROGENS,HORMONES/HORMONE MODIFIERS,SEX HORMONES,PROGESTINS,,,,,,,,,,,,
d04762,METHSCOPOLAMINE; PSEUDOEPHEDRINE,2.0,122.0,132.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,87.0,355.0,89.0,122.0,127.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RESPIRATORY AGENTS,UPPER RESPIRATORY COMBINATIONS,,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,RESPIRATORY AGENTS,DECONGESTANTS,,,,,,,,,,,,,
d04764,CETIRIZINE; PSEUDOEPHEDRINE,2.0,122.0,132.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,122.0,123.0,nan,122.0,127.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RESPIRATORY AGENTS,UPPER RESPIRATORY COMBINATIONS,,,,,,,,,,,RESPIRATORY AGENTS,ANTIHISTAMINES,,RESPIRATORY AGENTS,DECONGESTANTS,,,,,,,,,,,,,
d04765,HYDROCORTISONE; LIDOCAINE TOPICAL,2.0,133.0,136.0,139.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,136.0,138.0,133.0,136.0,139.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANESTHETICS,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL STEROIDS,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANESTHETICS,,,,,,,,,,,,
d04766,ACETAMINOPHEN; TRAMADOL,2.0,57.0,58.0,63.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,59.0,57.0,58.0,60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,MISCELLANEOUS ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,,,
d04767,CEFDITOREN,1.0,1.0,9.0,161.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,9.0,161.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ANTI-INFECTIVES,CEPHALOSPORINS,THIRD GENERATION CEPHALOSPORINS,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,THIRD GENERATION CEPHALOSPORINS,,,,,,,,,,,,,,,
d04770,CARBETAPENTANE; CHLORPHENIRAMINE,2.0,122.0,132.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,122.0,123.0,nan,122.0,124.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RESPIRATORY AGENTS,UPPER RESPIRATORY COMBINATIONS,,,,,,,,,,,RESPIRATORY AGENTS,ANTIHISTAMINES,,RESPIRATORY AGENTS,ANTITUSSIVES,,,,,,,,,,,,,
d04771,DARBEPOETIN ALFA,1.0,28.0,36.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.0,36.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BIOLOGICALS,ERYTHROPOIESIS-STIMULATING AGENTS,,,,,,,,,,,BIOLOGICALS,ERYTHROPOIESIS-STIMULATING AGENTS,,,,,,,,,,,,,,,,
d04772,ETONOGESTREL,1.0,97.0,101.0,102.0,97.0,101.0,185.0,nan,nan,nan,nan,nan,nan,97.0,101.0,102.0,97.0,101.0,185.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HORMONES/HORMONE MODIFIERS,SEX HORMONES,CONTRACEPTIVES,HORMONES/HORMONE MODIFIERS,SEX HORMONES,PROGESTINS,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,CONTRACEPTIVES,HORMONES/HORMONE MODIFIERS,SEX HORMONES,PROGESTINS,,,,,,,,,,,,
d04773,ETHINYL ESTRADIOL; ETONOGESTREL,2.0,97.0,101.0,102.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,97.0,101.0,102.0,97.0,101.0,183.0,97.0,101.0,185.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,HORMONES/HORMONE MODIFIERS,SEX HORMONES,CONTRACEPTIVES,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,CONTRACEPTIVES,HORMONES/HORMONE MODIFIERS,SEX HORMONES,ESTROGENS,HORMONES/HORMONE MODIFIERS,SEX HORMONES,PROGESTINS,,,,,,,,,
d04774,TENOFOVIR,1.0,1.0,7.0,176.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,7.0,176.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ANTI-INFECTIVES,ANTIVIRAL AGENTS,NRTIS,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,NRTIS,,,,,,,,,,,,,,,
d04776,FROVATRIPTAN,1.0,57.0,58.0,193.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,193.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,,,,,,,,,,,,,,,
d04777,DEXMETHYLPHENIDATE,1.0,57.0,71.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,71.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,,,,,,,,,,,,,,,
d04778,VALDECOXIB,1.0,57.0,58.0,278.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,278.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,COX-2 INHIBITORS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,COX-2 INHIBITORS,,,,,,,,,,,,,,,
d04779,ETHINYL ESTRADIOL; NORELGESTROMIN,2.0,97.0,101.0,102.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,97.0,101.0,183.0,97.0,101.0,185.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HORMONES/HORMONE MODIFIERS,SEX HORMONES,CONTRACEPTIVES,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,ESTROGENS,HORMONES/HORMONE MODIFIERS,SEX HORMONES,PROGESTINS,,,,,,,,,,,,
d04782,BOSENTAN,1.0,40.0,303.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,303.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CARDIOVASCULAR AGENTS,AGENTS FOR PULMONARY HYPERTENSION,,,,,,,,,,,CARDIOVASCULAR AGENTS,AGENTS FOR PULMONARY HYPERTENSION,,,,,,,,,,,,,,,,
d04784,PIMECROLIMUS TOPICAL,1.0,133.0,136.0,140.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,136.0,140.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,MISCELLANEOUS TOPICAL AGENTS,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,MISCELLANEOUS TOPICAL AGENTS,,,,,,,,,,,,,,,
d04785,DESLORATADINE,1.0,122.0,123.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,122.0,123.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RESPIRATORY AGENTS,ANTIHISTAMINES,,,,,,,,,,,RESPIRATORY AGENTS,ANTIHISTAMINES,,,,,,,,,,,,,,,,
d04786,FONDAPARINUX,1.0,81.0,82.0,285.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,81.0,82.0,285.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,COAGULATION MODIFIERS,ANTICOAGULANTS,FACTOR XA INHIBITORS,,,,,,,,,,COAGULATION MODIFIERS,ANTICOAGULANTS,FACTOR XA INHIBITORS,,,,,,,,,,,,,,,
d04787,LOVASTATIN; NIACIN,2.0,358.0,19.0,317.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,115.0,119.0,nan,358.0,19.0,173.0,358.0,19.0,174.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,ANTIHYPERLIPIDEMIC COMBINATIONS,,,,,,,,,,NUTRITIONAL PRODUCTS,VITAMINS,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,HMG-COA REDUCTASE INHIBITORS,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,MISCELLANEOUS ANTIHYPERLIPIDEMIC AGENTS,,,,,,,,,
d04788,DUTASTERIDE,1.0,97.0,288.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97.0,288.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HORMONES/HORMONE MODIFIERS,5-ALPHA-REDUCTASE INHIBITORS,,,,,,,,,,,HORMONES/HORMONE MODIFIERS,5-ALPHA-REDUCTASE INHIBITORS,,,,,,,,,,,,,,,,
d04789,NITISINONE,1.0,358.0,361.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,358.0,361.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,METABOLIC AGENTS,MISCELLANEOUS METABOLIC AGENTS,,,,,,,,,,,METABOLIC AGENTS,MISCELLANEOUS METABOLIC AGENTS,,,,,,,,,,,,,,,,
d04790,PEGFILGRASTIM,1.0,254.0,437.0,32.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,254.0,437.0,32.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IMMUNOLOGIC AGENTS,IMMUNOSTIMULANTS,COLONY STIMULATING FACTORS,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSTIMULANTS,COLONY STIMULATING FACTORS,,,,,,,,,,,,,,,
d04795,BUDESONIDE; FORMOTEROL,2.0,122.0,125.0,181.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,97.0,98.0,301.0,122.0,125.0,180.0,122.0,130.0,296.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,RESPIRATORY AGENTS,BRONCHODILATORS,BRONCHODILATOR COMBINATIONS,,,,,,,,,,HORMONES/HORMONE MODIFIERS,ADRENAL CORTICAL STEROIDS,GLUCOCORTICOIDS,RESPIRATORY AGENTS,BRONCHODILATORS,ADRENERGIC BRONCHODILATORS,RESPIRATORY AGENTS,RESPIRATORY INHALANT PRODUCTS,INHALED CORTICOSTEROIDS,,,,,,,,,
d04797,ALFUZOSIN,1.0,40.0,43.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,43.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CARDIOVASCULAR AGENTS,ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING,,,,,,,,,,,,,,,,
d04798,TEGASEROD,1.0,87.0,355.0,356.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,87.0,355.0,356.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,SEROTONINERGIC NEUROENTERIC MODULATORS,,,,,,,,,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,SEROTONINERGIC NEUROENTERIC MODULATORS,,,,,,,,,,,,,,,
d04801,OLMESARTAN,1.0,40.0,56.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,56.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,,,,,,
d04802,TREPROSTINIL,1.0,40.0,303.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,303.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CARDIOVASCULAR AGENTS,AGENTS FOR PULMONARY HYPERTENSION,,,,,,,,,,,CARDIOVASCULAR AGENTS,AGENTS FOR PULMONARY HYPERTENSION,,,,,,,,,,,,,,,,
d04812,ESCITALOPRAM,1.0,242.0,249.0,208.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,249.0,208.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,SSRI ANTIDEPRESSANTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,SSRI ANTIDEPRESSANTS,,,,,,,,,,,,,,,
d04814,ADEFOVIR,1.0,1.0,7.0,176.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,7.0,176.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ANTI-INFECTIVES,ANTIVIRAL AGENTS,NRTIS,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,NRTIS,,,,,,,,,,,,,,,
d04815,EPLERENONE,1.0,40.0,340.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,340.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CARDIOVASCULAR AGENTS,ALDOSTERONE RECEPTOR ANTAGONISTS,,,,,,,,,,,CARDIOVASCULAR AGENTS,ALDOSTERONE RECEPTOR ANTAGONISTS,,,,,,,,,,,,,,,,
d04818,DEXCHLORPHENIRAMINE; DEXTROMETHORPHAN; PSEUDOEPHEDRINE,2.0,122.0,132.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,122.0,123.0,nan,122.0,124.0,nan,122.0,127.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RESPIRATORY AGENTS,UPPER RESPIRATORY COMBINATIONS,,,,,,,,,,,RESPIRATORY AGENTS,ANTIHISTAMINES,,RESPIRATORY AGENTS,ANTITUSSIVES,,RESPIRATORY AGENTS,DECONGESTANTS,,,,,,,,,,
d04819,BUPRENORPHINE; NALOXONE,2.0,57.0,58.0,191.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,60.0,105.0,106.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,MISCELLANEOUS AGENTS,ANTIDOTES,,,,,,,,,,,,,
d04820,METFORMIN; ROSIGLITAZONE,2.0,358.0,99.0,314.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,358.0,99.0,214.0,358.0,99.0,271.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,METABOLIC AGENTS,ANTIDIABETIC AGENTS,ANTIDIABETIC COMBINATIONS,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,BIGUANIDES,METABOLIC AGENTS,ANTIDIABETIC AGENTS,THIAZOLIDINEDIONES,,,,,,,,,,,,
d04821,PEGINTERFERON ALFA-2A,1.0,1.0,7.0,330.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,7.0,330.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ANTI-INFECTIVES,ANTIVIRAL AGENTS,ANTIVIRAL INTERFERONS,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,ANTIVIRAL INTERFERONS,,,,,,,,,,,,,,,
d04823,GLIPIZIDE; METFORMIN,2.0,358.0,99.0,314.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,358.0,99.0,213.0,358.0,99.0,214.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,METABOLIC AGENTS,ANTIDIABETIC AGENTS,ANTIDIABETIC COMBINATIONS,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,SULFONYLUREAS,METABOLIC AGENTS,ANTIDIABETIC AGENTS,BIGUANIDES,,,,,,,,,,,,
d04824,EZETIMIBE,1.0,358.0,19.0,316.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,358.0,19.0,316.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,CHOLESTEROL ABSORPTION INHIBITORS,,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,CHOLESTEROL ABSORPTION INHIBITORS,,,,,,,,,,,,,,,
d04825,ARIPIPRAZOLE,1.0,242.0,251.0,341.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,251.0,341.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,ATYPICAL ANTIPSYCHOTICS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,ATYPICAL ANTIPSYCHOTICS,,,,,,,,,,,,,,,
d04826,NITAZOXANIDE,1.0,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ANTI-INFECTIVES,AMEBICIDES,,,,,,,,,,,ANTI-INFECTIVES,AMEBICIDES,,,,,,,,,,,,,,,,
